INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
1087	KÜ Thu§t: Nhß Ý H±     	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Nhß Ý H±     	-1	-1
1088	KÜ Thu§t: Long Huyªt Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Long Huyªt Mã	-1	-1
1089	KÜ Thu§t: Vø Änh Ðiêu  	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Vø Änh Ðiêu  	-1	-1
1090	KÜ Thu§t: ThuÜ Liên HÕc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: ThuÜ Liên HÕc	-1	-1
1091	KÜ Thu§t: Th¤t Thái Lµc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Th¤t Thái Lµc	-1	-1
1092	KÜ Thu§t: Thanh Ly Ngßu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thanh Ly Ngßu	-1	-1
1093	KÜ Thu§t: Thi¬m Ði®n Ðiêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thi¬m Ði®n Ðiêu	-1	-1
1094	Tiên Thu§t: Ði®p Vû	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	Tiên Thu§t: Ði®p Vû	-1	-1
1095	KÜ Thu§t: Ba Thiên H±	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ba Thiên H±	-1	-1
1096	KÜ Thu§t: Phi Long 	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Phi Long 	-1	-1
1097	KÜ Thu§t: Linh Dß½ng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Linh Dß½ng	-1	-1
1098	KÜ Thu§t: Tuyªt Linh Dß½ng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Tuyªt Linh Dß½ng	-1	-1
1099	KÜ Thu§t: U Quang Linh	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: U Quang Linh	-1	-1
1100	T¦u T¯t Binh Phù Ph¯i Phß½ng	30203045	1	52	1	20101001	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1101	Hành Quân Binh Phù Ph¯i Phß½ng	30203046	1	52	3	20101003	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1102	Chiªn C± Binh Phù Ph¯i Phß½ng	30203047	1	52	5	20101011	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1103	L® Khí Binh Phù Ph¯i Phß½ng	30203048	1	52	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1104	Tß¾ng L®nh Binh Phù Ph¯i Phß½ng	30203049	1	52	9	20101023	6	20108165	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1105	Tam Tài Binh Phù Ph¯i Phß½ng	30203050	1	52	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1106	Løc Hþp Binh Phù Ph¯i Phß½ng	30203051	1	52	4	20101009	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1107	Bát Quái Binh Phù Ph¯i Phß½ng	30203052	1	52	10	20101016	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1108	Ngñ Ð¸ch Binh Phù Ph¯i Phß½ng	30203053	1	52	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1109	Thuçn Phòng Binh Phù Ph¯i Phß½ng	30203054	1	52	4	20101009	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1110	Kªt Tr§n Binh Phù Ph¯i Phß½ng	30203055	1	52	7	20101019	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1111	Xung Kích Binh Phù Ph¯i Phß½ng	30203056	1	52	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1112	Phá Quân Binh Phù Ph¯i Phß½ng	30203057	1	52	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1113	Sát Tr§n Binh Phù Ph¯i Phß½ng	30203058	1	52	9	20101018	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1114	‘n Tâm Binh Phù Ph¯i Phß½ng	30203059	1	52	6	20101017	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
1115	ÐÕi Yên V§n Chß½ng Ð° Tß¶ng	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	30000	335134	-1	L¤y #GLiên Nhung Th¥n Tiªt C¤p 7#W ðúc thành #YTh¥n khí: ÐÕi Yên V§n Chß½ng#W c¤p 102, cµng thêm kÛ nång H¤p Huyªt, thích hþp v¾i ð® tØ phái Mµ Dung.	-1	-1
1116	ÐÕi Yên V§n Chß½ng Ð° Tß¶ng	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	30000	335134	-1	L¤y #GLiên Nhung Th¥n Tiªt C¤p 7#W ðúc thành #YTh¥n khí: ÐÕi Yên V§n Chß½ng#W c¤p 102, cµng thêm kÛ nång Hß nhßþc, thích hþp v¾i ð® tØ phái Mµ Dung.	-1	-1
1117	ÐÕi Yên V§n Chß½ng Ð° Tß¶ng	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	30000	335134	-1	L¤y #GLiên Nhung Th¥n Tiªt C¤p 7#W ðúc thành #YTh¥n khí: ÐÕi Yên V§n Chß½ng#W c¤p 102, cµng thêm kÛ nång Phá Tri«n, thích hþp v¾i ð® tØ phái Mµ Dung.	-1	-1
1118	Ð¦u Chuy¬n D¸ H² Uy¬n Ð° Tß¶ng	10514109	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo #YÐ¦u Chuy¬n D¸ H² Uy¬n #W.#rThích hþp v¾i ð® tØ phái Mµ Dung.#r#c54FF00 (Tiêu hao 150 ði¬m HoÕt Lñc)	7	-1
1119	Ð¦u Chuy¬n D¸ H² Khiên Ð° Tß¶ng	10515109	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo #YÐ¦u Chuy¬n D¸ H² Khiên#W.#rThích hþp v¾i ð® tØ phái Mµ Dung.#r#c54FF00 (Tiêu hao 150 ði¬m HoÕt Lñc)	7	-1
1120	Ð¦u Chuy¬n D¸ H² Yêu Ð° Tß¶ng	10521109	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tÕo #YÐ¦u Chuy¬n D¸ H² Yêu#W.#rThích hþp v¾i ð® tØ phái Mµ Dung.#r#c54FF00 (Tiêu hao 150 ði¬m HoÕt Lñc)	7	-1
1121	Ð¦u Chuy¬n D¸ H² Gi¾i Ð° Tß¶ng	10522109	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tÕo #YÐ¦u Chuy¬n D¸ H² Gi¾i#W.#rThích hþp v¾i ð® tØ phái Mµ Dung.#r#c54FF00 (Tiêu hao 150 ði¬m HoÕt Lñc)	7	-1
1122	Ð¦u Chuy¬n D¸ H² Phù Ð° Tß¶ng	10523109	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tÕo #YÐ¦u Chuy¬n D¸ H² Phù#W.#rThích hþp v¾i ð® tØ phái Mµ Dung.#r#c54FF00 (Tiêu hao 150 ði¬m HoÕt Lñc)	7	-1
1123	KÜ Thu§t: Höa Di®m Ðiêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Höa Di®m Ðiêu	-1	-1
1124	KÜ Thu§t: Hùng Miêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Hùng Miêu	-1	-1
1125	KÜ Thu§t: Lôi Nhçn Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Lôi Nhçn Thú	-1	-1
1126	KÜ Thu§t: Xích M¸ ¿ng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Xích M¸ ¿ng	-1	-1
1127	KÜ Thu§t: Ám M¸ ¿ng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ám M¸ ¿ng	-1	-1
1128	KÜ Thu§t: TØ M¸ ¿ng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: TØ M¸ ¿ng	-1	-1
1129	KÜ Thu§t: Khô Mµc Khôi L²i	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Khô Mµc Khôi L²i	-1	-1
1130	KÜ Thu§t: Höa Vân Tà Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Höa Vân Tà Thú	-1	-1
1131	KÜ Thu§t: Huy«n Thiên Lôi Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Huy«n Thiên Lôi Thú	-1	-1
1132	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Xích M¸ ¿ng	-1	-1
1133	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ám M¸ ¿ng	-1	-1
1134	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: TØ M¸ ¿ng	-1	-1
1135	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Xích M¸ ¿ng	-1	-1
1136	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ám M¸ ¿ng	-1	-1
1137	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: TØ M¸ ¿ng	-1	-1
1138	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Xích M¸ ¿ng	-1	-1
1139	Chiªm ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ám M¸ ¿ng	-1	-1
1140	KÜ Thu§t: CØu Châu Th¥n Long	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: CØu Châu Th¥n Long	-1	-1
1141	KÜ Thu§t: Nguy®t Th¯	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Nguy®t Th¯	-1	-1
1142	KÜ Thu§t: Giang Nam Toä Giáp Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Giang Nam Toä Giáp Mã	-1	-1
1143	KÜ Thu§t: ÐÕi MÕc Kim Qua Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: ÐÕi MÕc Kim Qua Mã	-1	-1
1144	Tiên Thu§t: Kim Vû	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	Tiên Thu§t: Kim Vû	-1	-1
1145	KÜ Thu§t: Løc Hành Ðiêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Løc Hành Ðiêu	-1	-1
1146	KÜ Thu§t: Yên Vû Thanh Hà	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Yên Vû Thanh Hà	-1	-1
1147	KÜ Thu§t: Huy­n Höa Xích Lân Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Huy­n Höa Xích Lân Thú	-1	-1
1148	KÜ Thu§t: Thiên Công Linh Lung ThØ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thiên Công Linh Lung ThØ	-1	-1
1149	KÜ Thu§t: Thiêm Phúc C¦m Lân	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thiêm Phúc C¦m Lân	-1	-1
1150	KÜ Thu§t: Chích Túc QuÖ Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Chích Túc QuÖ Mã	-1	-1
1151	KÜ Thu§t: Kim Lân Vû Sß	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Kim Lân Vû Sß	-1	-1
1152	KÜ Thu§t: Ký Cß Giäi	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ký Cß Giäi	-1	-1
1153	KÜ Thu§t: Kim Dñc Long Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Kim Dñc Long Thú	-1	-1
1154	KÜ Thu§t: Th¤t Bäo Liên ToÕ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Th¤t Bäo Liên ToÕ	-1	-1
1155	KÜ Thu§t: Xích Lân BÕch TrÕch	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Xích Lân BÕch TrÕch	-1	-1
1156	KÜ Thu§t: Thanh Lân BÕch TrÕch	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thanh Lân BÕch TrÕch	-1	-1
1157	KÜ Thu§t: Dung Nham Ma Tê	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Dung Nham Ma Tê	-1	-1
1158	KÜ Thu§t: TÑ HÖ T¯ng Lý Ðài	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: TÑ HÖ T¯ng Lý Ðài	-1	-1
1159	KÜ Thu§t: Nguy®t BÕch Long Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Nguy®t BÕch Long Mã	-1	-1
1160	KÜ Thu§t: Phï Thúy Ngñ Giá	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Phï Thúy Ngñ Giá	-1	-1
1161	KÜ Thu§t: Lam Dñc Long Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Lam Dñc Long Thú	-1	-1
1162	KÜ Thu§t: Thanh Dñc Long Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thanh Dñc Long Thú	-1	-1
1163	KÜ thu§t: Ngao Tuyªt Linh Sß	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ thu§t: Ngao Tuyªt Linh Sß	-1	-1
1164	Linh Chi Ðan Ph¯i Phß½ng	30001031	1	2	7	20101031	8	20101033	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	30	3000	700961	-1	Linh Chi Ðan Ph¯i Phß½ng	-1	-1
1165	TØ Chu Cao Ph¯i Phß½ng	30001034	1	2	7	20101031	8	20101034	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	30	3000	700961	-1	TØ Chu Cao Ph¯i Phß½ng	-1	-1
1166	Tuyªt Liên Linh D¸ch Ph¯i Phß½ng	30007010	1	2	7	20101050	8	20101035	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Tuyªt Liên Linh D¸ch Ph¯i Phß½ng	-1	-1
1167	Quýnh Viêm Ðan Ph¯i Phß½ng	30007013	1	2	7	20101050	8	20101036	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Quýnh Viêm Ðan Ph¯i Phß½ng	-1	-1
1168	Thiên Huy«n Hoàn Ph¯i Phß½ng	30007016	1	2	7	20101050	8	20101037	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Thiên Huy«n Hoàn Ph¯i Phß½ng	-1	-1
1169	T¯ Tâm Ðan Ph¯i Phß½ng	30007019	1	2	7	20101050	8	20101038	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	T¯ Tâm Ðan Ph¯i Phß½ng	-1	-1
1170	Thanh Phong Tán Ph¯i Phß½ng	30007022	1	2	7	20101052	8	20101039	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	32	3000	700961	-1	Thanh Phong Tán Ph¯i Phß½ng	-1	-1
1171	Thiªt Bích Ðan Ph¯i Phß½ng	30007025	1	2	7	20101052	40	20101040	1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	0	1	32	3000	700961	-1	Thiªt Bích Ðan Ph¯i Phß½ng	-1	-1
1172	Huyªt Ki®t Ðan Ph¯i Phß½ng	30001032	1	2	8	20101032	8	20101041	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	30	3000	700961	-1	Huyªt Ki®t Ðan Ph¯i Phß½ng	-1	-1
1173	Tam Th¤t Cao Ph¯i Phß½ng	30001035	1	2	8	20101032	8	20101042	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	30	3000	700961	-1	Tam Th¤t Cao Ph¯i Phß½ng	-1	-1
1174	Tuyªt Tàm Linh D¸ch Ph¯i Phß½ng	30007011	1	2	8	20101051	8	20101043	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Tuyªt Tàm Linh D¸ch Ph¯i Phß½ng	-1	-1
1175	Døc Di®m Ðan Ph¯i Phß½ng	30007014	1	2	8	20101051	8	20101044	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Døc Di®m Ðan Ph¯i Phß½ng	-1	-1
1176	Huy«n Canh Hoàn Ph¯i Phß½ng	30007017	1	2	8	20101051	8	20101045	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Huy«n Canh Hoàn Ph¯i Phß½ng	-1	-1
1177	Chß¾ng H°i Ðan Ph¯i Phß½ng	30007020	1	2	8	20101051	8	20101046	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	31	3000	700961	-1	Chß¾ng H°i Ðan Ph¯i Phß½ng	-1	-1
1178	Tung Vân Tán Ph¯i Phß½ng	30007023	1	2	8	20101053	8	20101047	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	32	3000	700961	-1	Tung Vân Tán Ph¯i Phß½ng	-1	-1
1179	Kim Cang Ðan Ph¯i Phß½ng	30007026	1	2	8	20101053	40	20101048	1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	0	1	32	3000	700961	-1	Kim Cang Ðan Ph¯i Phß½ng	-1	-1
1180	Công ThÑc N¤u Ån Cá Lô Dßa Chua	30101175	1	1	7	20102052	3	20102054	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	0	1	33	3000	700961	-1	Công ThÑc N¤u Ån Cá Lô Dßa Chua	-1	-1
1181	Công ThÑc N¤u Ån Th§p Hß½ng Ngß Bài	30102031	1	1	7	20102079	15	20102055	1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	0	1	34	3000	700961	-1	Công ThÑc N¤u Ån Th§p Hß½ng Ngß Bài	-1	-1
1182	Công ThÑc N¤u Ån Khoai Thái Cñc	30102034	1	1	7	20102079	15	20102056	1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	0	1	34	3000	700961	-1	Công ThÑc N¤u Ån Khoai Thái Cñc	-1	-1
1183	Công ThÑc N¤u Ån Quª Hoa Di®u Ngß Canh	30102037	1	1	7	20102079	15	20102057	1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	0	1	34	3000	700961	-1	Công ThÑc N¤u Ån Quª Hoa Di®u Ngß Canh	-1	-1
1184	Công ThÑc N¤u Ån C¥n Tây Tôm Khô	30102040	1	1	7	20102079	15	20102058	1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	0	1	34	3000	700961	-1	Công ThÑc N¤u Ån C¥n Tây Tôm Khô	-1	-1
1185	Công ThÑc N¤u Ån Gi¾i Lam LÕp Nhøc	30102043	1	1	7	20102079	15	20102059	1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	0	1	34	3000	700961	-1	Công ThÑc N¤u Ån Gi¾i Lam LÕp Nhøc	-1	-1
