INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4139	21305	50	-1	10964	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3762	100	100	3742	100	100	18	3762	100	100	3742	100	100	18	-1	-1	2088	696	32	-1	-1	-1	-1	196	196	194	194	133	26	44	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4140	21425	50	-1	11025	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3784	100	100	3764	100	100	18	3784	100	100	3764	100	100	18	-1	-1	2100	700	33	-1	-1	-1	-1	197	197	195	195	134	27	45	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4141	21546	50	-1	11087	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3804	100	100	3784	100	100	18	3804	100	100	3784	100	100	18	-1	-1	2112	704	33	-1	-1	-1	-1	199	199	197	197	136	27	45	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4142	21666	50	-1	11149	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3826	100	100	3806	100	100	18	3826	100	100	3806	100	100	18	-1	-1	2124	708	33	-1	-1	-1	-1	200	200	198	198	137	27	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4143	21787	50	-1	11211	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3848	100	100	3828	100	100	18	3848	100	100	3828	100	100	18	-1	-1	2136	712	33	-1	-1	-1	-1	201	201	199	199	139	27	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4144	21907	50	-1	11273	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3868	100	100	3848	100	100	18	3868	100	100	3848	100	100	18	-1	-1	2148	716	34	-1	-1	-1	-1	202	202	200	200	140	28	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4145	22028	50	-1	11335	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3890	100	100	3870	100	100	18	3890	100	100	3870	100	100	18	-1	-1	2160	720	34	-1	-1	-1	-1	203	203	201	201	142	28	47	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4146	22148	50	-1	11397	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3912	100	100	3890	100	100	18	3912	100	100	3890	100	100	18	-1	-1	2172	724	34	-1	-1	-1	-1	204	204	202	202	143	28	47	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4147	22269	50	-1	11459	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3932	100	100	3912	100	100	18	3932	100	100	3912	100	100	18	-1	-1	2184	728	34	-1	-1	-1	-1	205	205	203	203	145	28	48	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4148	22389	50	-1	11521	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3954	100	100	3934	100	100	18	3954	100	100	3934	100	100	18	-1	-1	2196	732	35	-1	-1	-1	-1	206	206	204	204	146	29	48	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4149	22510	50	-1	11583	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3974	100	100	3954	100	100	18	3974	100	100	3954	100	100	18	-1	-1	2208	736	35	-1	-1	-1	-1	207	207	205	205	148	29	49	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4150	22630	50	-1	11644	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3996	100	100	3976	100	100	18	3996	100	100	3976	100	100	18	-1	-1	2220	740	35	-1	-1	-1	-1	208	208	206	206	149	29	49	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
