INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
29689	H° Yêu Kiªm Quân Bäo Bäo	2968	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2626	2062	1312	1688	1312	846	930	972	1099	1269	300	100	100	200	300	120000	29680
29690	Trß·ng Thành H° Yêu Kiªm Quân	2969	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2740	2152	1370	1762	1370	948	1042	1090	1232	1422	300	100	100	200	300	120000	29690
29691	Biªn D¸ H° Yêu Kiªm Quân	2969	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	3014	2368	1506	1938	1506	948	1042	1090	1232	1422	300	100	100	200	300	120000	29690
29692	Biªn D¸ H° Yêu Kiªm Quân	2969	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	3288	2584	1644	2114	1644	948	1042	1090	1232	1422	300	100	100	200	300	120000	29690
29693	Biªn D¸ H° Yêu Kiªm Quân	2969	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	3562	2798	1780	2290	1780	948	1042	1090	1232	1422	300	100	100	200	300	120000	29690
29699	H° Yêu Kiªm Quân Bäo Bäo	2969	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2740	2152	1370	1762	1370	948	1042	1090	1232	1422	300	100	100	200	300	120000	29690
29700	Trß·ng Thành H° Yêu Kiªm Quân	2970	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2856	2244	1428	1836	1428	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29701	Biªn D¸ H° Yêu Kiªm Quân	2970	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3070	2412	1534	1972	1534	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29702	Biªn D¸ H° Yêu Kiªm Quân	2970	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3284	2580	1642	2110	1642	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29703	Biªn D¸ H° Yêu Kiªm Quân	2970	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3498	2748	1748	2248	1748	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29704	Biªn D¸ H° Yêu Kiªm Quân	2970	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3712	2916	1856	2386	1856	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29709	H° Yêu Kiªm Quân Bäo Bäo	2970	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2856	2244	1428	1836	1428	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29700
29710	Trß·ng Thành H° Yêu Kiªm Quân	2971	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2970	2334	1484	1908	1484	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29711	Biªn D¸ H° Yêu Kiªm Quân	2971	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3148	2474	1574	2024	1574	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29712	Biªn D¸ H° Yêu Kiªm Quân	2971	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3326	2614	1662	2138	1662	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29713	Biªn D¸ H° Yêu Kiªm Quân	2971	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3504	2754	1752	2252	1752	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29714	Biªn D¸ H° Yêu Kiªm Quân	2971	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3682	2894	1840	2368	1840	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29715	Biªn D¸ H° Yêu Kiªm Quân	2971	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3862	3034	1930	2482	1930	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29719	H° Yêu Kiªm Quân Bäo Bäo	2971	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2970	2334	1484	1908	1484	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29710
29720	Trß·ng Thành H° Yêu Kiªm Quân	2972	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3084	2424	1542	1982	1542	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29721	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3238	2544	1618	2082	1618	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29722	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3394	2666	1696	2180	1696	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29723	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3548	2788	1774	2280	1774	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29724	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3702	2908	1850	2380	1850	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29725	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3856	3030	1928	2478	1928	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29726	Biªn D¸ H° Yêu Kiªm Quân	2972	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	4010	3150	2004	2578	2004	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29729	H° Yêu Kiªm Quân Bäo Bäo	2972	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3084	2424	1542	1982	1542	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29720
29730	Trß·ng Thành H° Yêu Kiªm Quân	2973	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3196	2512	1598	2054	1598	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29731	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3334	2620	1666	2142	1666	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29732	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3470	2726	1734	2230	1734	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29733	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3608	2834	1804	2318	1804	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29734	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3744	2942	1872	2406	1872	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29735	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3882	3050	1940	2496	1940	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29736	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	4018	3158	2008	2584	2008	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29737	Biªn D¸ H° Yêu Kiªm Quân	2973	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	4156	3266	2078	2672	2078	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29739	H° Yêu Kiªm Quân Bäo Bäo	2973	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3196	2512	1598	2054	1598	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29730
29740	Trß·ng Thành H° Yêu Kiªm Quân	2974	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3312	2602	1656	2128	1656	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29741	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3436	2700	1718	2208	1718	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29742	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3560	2796	1780	2288	1780	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29743	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3684	2894	1842	2368	1842	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29744	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3808	2992	1904	2448	1904	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29745	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3932	3090	1966	2528	1966	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29746	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4056	3188	2028	2608	2028	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29747	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4180	3284	2090	2688	2090	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29748	Biªn D¸ H° Yêu Kiªm Quân	2974	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4306	3382	2152	2768	2152	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29749	H° Yêu Kiªm Quân Bäo Bäo	2974	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3312	2602	1656	2128	1656	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29740
29750	Trß·ng Thành CØu Tiêu Chiªn Long	2975	5	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1500	2626	1312	1124	1500	846	930	972	1099	1269	100	450	250	150	50	120000	29750
29751	Biªn D¸ CØu Tiêu Chiªn Long	2975	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1724	3020	1510	1294	1724	846	930	972	1099	1269	100	450	250	150	50	120000	29750
29752	Biªn D¸ CØu Tiêu Chiªn Long	2975	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1950	3414	1706	1462	1950	846	930	972	1099	1269	100	450	250	150	50	120000	29750
29759	CØu Tiêu Chiªn Long Bäo Bäo	2975	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1500	2626	1312	1124	1500	846	930	972	1099	1269	100	450	250	150	50	120000	29750
29760	Trß·ng Thành CØu Tiêu Chiªn Long	2976	45	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1566	2740	1370	1174	1566	948	1042	1090	1232	1422	100	450	250	150	50	120000	29760
29761	Biªn D¸ CØu Tiêu Chiªn Long	2976	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1722	3014	1506	1292	1722	948	1042	1090	1232	1422	100	450	250	150	50	120000	29760
29762	Biªn D¸ CØu Tiêu Chiªn Long	2976	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1878	3288	1644	1408	1878	948	1042	1090	1232	1422	100	450	250	150	50	120000	29760
29763	Biªn D¸ CØu Tiêu Chiªn Long	2976	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2036	3562	1780	1526	2036	948	1042	1090	1232	1422	100	450	250	150	50	120000	29760
29769	CØu Tiêu Chiªn Long Bäo Bäo	2976	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1566	2740	1370	1174	1566	948	1042	1090	1232	1422	100	450	250	150	50	120000	29760
29770	Trß·ng Thành CØu Tiêu Chiªn Long	2977	55	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1632	2856	1428	1224	1632	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29771	Biªn D¸ CØu Tiêu Chiªn Long	2977	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1754	3070	1534	1314	1754	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29772	Biªn D¸ CØu Tiêu Chiªn Long	2977	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1876	3284	1642	1406	1876	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29773	Biªn D¸ CØu Tiêu Chiªn Long	2977	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1998	3498	1748	1498	1998	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29774	Biªn D¸ CØu Tiêu Chiªn Long	2977	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2120	3712	1856	1590	2120	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29779	CØu Tiêu Chiªn Long Bäo Bäo	2977	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1632	2856	1428	1224	1632	1051	1156	1208	1366	1576	100	450	250	150	50	120000	29770
29780	Trß·ng Thành CØu Tiêu Chiªn Long	2978	65	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1696	2970	1484	1272	1696	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29781	Biªn D¸ CØu Tiêu Chiªn Long	2978	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1798	3148	1574	1348	1798	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29782	Biªn D¸ CØu Tiêu Chiªn Long	2978	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1900	3326	1662	1424	1900	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29783	Biªn D¸ CØu Tiêu Chiªn Long	2978	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2002	3504	1752	1502	2002	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29784	Biªn D¸ CØu Tiêu Chiªn Long	2978	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2104	3682	1840	1578	2104	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29785	Biªn D¸ CØu Tiêu Chiªn Long	2978	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2206	3862	1930	1654	2206	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29789	CØu Tiêu Chiªn Long Bäo Bäo	2978	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1696	2970	1484	1272	1696	1153	1268	1325	1498	1729	100	450	250	150	50	120000	29780
29790	Trß·ng Thành CØu Tiêu Chiªn Long	2979	75	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1762	3084	1542	1322	1762	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29791	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1850	3238	1618	1388	1850	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29792	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1938	3394	1696	1454	1938	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29793	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2026	3548	1774	1520	2026	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29794	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2114	3702	1850	1586	2114	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29795	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2204	3856	1928	1652	2204	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29796	Biªn D¸ CØu Tiêu Chiªn Long	2979	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2292	4010	2004	1718	2292	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29799	CØu Tiêu Chiªn Long Bäo Bäo	2979	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1762	3084	1542	1322	1762	1255	1380	1443	1631	1882	100	450	250	150	50	120000	29790
29800	Trß·ng Thành CØu Tiêu Chiªn Long	2980	85	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1826	3196	1598	1370	1826	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29801	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1904	3334	1666	1428	1904	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29802	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1982	3470	1734	1486	1982	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29803	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2062	3608	1804	1546	2062	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29804	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2140	3744	1872	1604	2140	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29805	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2218	3882	1940	1664	2218	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29806	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2296	4018	2008	1722	2296	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29807	Biªn D¸ CØu Tiêu Chiªn Long	2980	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2374	4156	2078	1780	2374	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29809	CØu Tiêu Chiªn Long Bäo Bäo	2980	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1826	3196	1598	1370	1826	1357	1492	1560	1764	2035	100	450	250	150	50	120000	29800
29810	Trß·ng Thành CØu Tiêu Chiªn Long	2981	95	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1892	3312	1656	1418	1892	1459	1604	1677	1896	2388	100	450	250	150	50	120000	29810
29811	Biªn D¸ CØu Tiêu Chiªn Long	2981	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1962	3436	1718	1472	1962	1459	1604	1677	1896	2388	100	450	250	150	50	120000	29810
